Out Time,Out Airline,Out Cities,Out Duration,Out Stops,Out Stop Cities,Return Time,Return Airline,Return Cities,Return Duration,Return Stops,Return Stop Cities,Price,timestamp,sort,departure_date,total_duration,dep_time,ret_time,dep_airline,ret_airline,total_stops,target
7:13 am – 3:15 pm +1,Delta,SAN‐ICN,16h02m,1,SEA,12:30 pm – 6:07 pm,Delta,ICN‐SAN,21h37m,2,"SEA, SLC",1127,20220405-0736,cheap,2022-04-19,2195,5:05,8:40,Alaska Airlines,Asiana Airlines,3,0
6:15 am – 3:15 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,17h00m,1,SEA,12:30 pm – 2:21 pm,"Korean Air, Alaska Airlines",ICN‐SAN,17h51m,1,SEA,1204,20220405-0734,best,2022-04-19,2260,7:13,12:30,Delta,Delta,2,0
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,12:30 pm – 12:40 pm,"Korean Air, Alaska Airlines",ICN‐SAN,16h10m,1,SEA,1167,20220405-0734,best,2022-04-19,1757,7:46,4:50,United Airlines,United Airlines,2,1
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1107,20220405-0734,best,2022-04-19,3682,8:00,4:40,Alaska Airlines,Korean Air,3,0
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,12:30 pm – 2:21 pm,"Korean Air, Alaska Airlines",ICN‐SAN,17h51m,1,SEA,1167,20220405-0734,best,2022-04-19,1848,6:15,4:50,United Airlines,United Airlines,2,1
6:15 am – 3:15 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,17h00m,1,SEA,12:30 pm – 2:21 pm,"Korean Air, Alaska Airlines",ICN‐SAN,17h51m,1,SEA,1185,20220405-0734,best,2022-04-19,1843,6:20,4:50,United Airlines,United Airlines,2,1
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,7:40 pm – 6:16 pm,Korean Air,ICN‐SAN,14h36m,1,LAX,1473,20220405-0734,best,2022-04-19,1984,7:46,4:50,United Airlines,United Airlines,2,1
4:25 pm – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,20h35m,1,SFO,8:40 pm – 8:33 pm,Asiana Airlines,ICN‐SAN,15h53m,1,SFO,1151,20220405-0734,best,2022-04-19,2095,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
7:13 am – 3:15 pm +1,Delta,SAN‐ICN,16h02m,1,SEA,12:30 pm – 4:09 pm,Delta,ICN‐SAN,19h39m,2,"SEA, SLC",1127,20220405-0734,best,2022-04-19,2075,6:15,4:50,United Airlines,United Airlines,3,0
7:13 am – 3:15 pm +1,Delta,SAN‐ICN,16h02m,1,SEA,12:30 pm – 4:09 pm,Delta,ICN‐SAN,19h39m,2,"SEA, SLC",1127,20220405-0734,best,2022-04-19,2092,7:46,4:50,United Airlines,United Airlines,3,0
7:38 pm – 5:00 am +2,Asiana Airlines,SAN‐ICN,17h22m,1,SFO,8:40 pm – 6:45 pm,Asiana Airlines,ICN‐SAN,14h05m,1,SFO,1479,20220405-0734,best,2022-04-19,2195,5:05,8:40,Alaska Airlines,Asiana Airlines,2,0
4:25 pm – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,20h35m,1,SFO,8:40 pm – 9:20 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,16h40m,1,SFO,1127,20220405-0734,best,2022-04-19,2200,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,4:00 pm – 2:28 pm,"Korean Air, Alaska Airlines",ICN‐SAN,14h28m,1,SFO,1480,20220405-0734,best,2022-04-19,2054,7:46,4:50,United Airlines,United Airlines,2,1
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,12:30 pm – 5:04 pm,Korean Air,ICN‐SAN,20h34m,1,SEA,1178,20220405-0734,best,2022-04-19,1838,7:13,7:40,Korean Air,Korean Air,2,1
7:13 am – 3:15 pm +1,Delta,SAN‐ICN,16h02m,1,SEA,7:40 pm – 6:16 pm,Delta,ICN‐SAN,14h36m,1,LAX,1516,20220405-0734,best,2022-04-19,2070,6:20,4:50,United Airlines,United Airlines,2,0
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,7:40 pm – 6:16 pm,"Korean Air, Delta",ICN‐SAN,14h36m,1,LAX,1518,20220405-0734,best,2022-04-19,1830,7:13,4:00,Korean Air,Korean Air,2,1
7:13 am – 3:15 pm +1,Delta,SAN‐ICN,16h02m,1,SEA,12:30 pm – 6:08 pm,Delta,ICN‐SAN,21h38m,1,SEA,1123,20220405-0734,best,2022-04-19,2054,7:46,4:50,United Airlines,United Airlines,2,1
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,12:30 pm – 5:04 pm,"Korean Air, Alaska Airlines",ICN‐SAN,20h34m,1,SEA,1186,20220405-0734,best,2022-04-19,2141,7:13,12:30,Delta,Delta,2,0
7:13 am – 3:15 pm +1,Delta,SAN‐ICN,16h02m,1,SEA,6:00 pm – 4:03 pm,Air Canada,ICN‐SAN,14h03m,1,YVR,1741,20220405-0738,fast,2022-04-19,1757,7:46,4:50,United Airlines,United Airlines,2,0
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,6:00 pm – 4:03 pm,Air Canada,ICN‐SAN,14h03m,1,YVR,1783,20220405-0738,fast,2022-04-19,1805,7:13,6:00,Delta,Air Canada,2,0
7:13 am – 3:15 pm +1,"Delta, Korean Air",SAN‐ICN,16h02m,1,SEA,6:00 pm – 4:03 pm,Air Canada,ICN‐SAN,14h03m,1,YVR,1952,20220405-0738,fast,2022-04-19,1805,7:13,6:00,Delta,Air Canada,2,0
7:13 am – 3:15 pm +1,"Delta, Korean Air",SAN‐ICN,16h02m,1,SEA,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1682,20220405-0738,fast,2022-04-19,1805,7:13,6:00,Korean Air,Air Canada,2,0
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,4:00 pm – 2:28 pm,"Korean Air, Alaska Airlines",ICN‐SAN,14h28m,1,SFO,1480,20220405-0738,fast,2022-04-19,1810,7:13,4:50,Delta,United Airlines,2,1
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,7:40 pm – 6:16 pm,Korean Air,ICN‐SAN,14h36m,1,LAX,1473,20220405-0738,fast,2022-04-19,1830,7:13,4:00,Korean Air,Korean Air,2,1
7:13 am – 3:15 pm +1,Delta,SAN‐ICN,16h02m,1,SEA,7:40 pm – 6:16 pm,Delta,ICN‐SAN,14h36m,1,LAX,1516,20220405-0738,fast,2022-04-19,1830,7:13,4:00,Delta,Korean Air,2,1
7:13 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h02m,1,SEA,7:40 pm – 6:16 pm,"Korean Air, Delta",ICN‐SAN,14h36m,1,LAX,1518,20220405-0738,fast,2022-04-19,1838,7:13,7:40,Korean Air,Korean Air,2,1
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,8:40 pm – 8:33 pm,"Asiana Airlines, United Airlines",ICN‐SAN,15h53m,1,SFO,1893,20220405-0738,fast,2022-04-19,1838,7:13,7:40,Delta,Delta,2,0
6:15 am – 3:15 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,17h00m,1,SEA,6:00 pm – 4:03 pm,Air Canada,ICN‐SAN,14h03m,1,YVR,1782,20220405-0738,fast,2022-04-19,1838,7:13,7:40,Delta,Korean Air,2,0
6:15 am – 3:15 pm +1,Korean Air,SAN‐ICN,17h00m,1,SEA,6:00 pm – 4:03 pm,Air Canada,ICN‐SAN,14h03m,1,YVR,2125,20220405-0738,fast,2022-04-19,1843,6:20,4:50,United Airlines,United Airlines,2,0
8:10 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,17h10m,1,SFO,6:00 pm – 4:03 pm,Air Canada,ICN‐SAN,14h03m,1,YVR,1952,20220405-0738,fast,2022-04-19,1843,6:15,6:00,United Airlines,Air Canada,2,0
7:13 am – 3:15 pm +1,"Delta, Korean Air",SAN‐ICN,16h02m,1,SEA,8:40 pm – 7:55 pm,"Asiana Airlines, United Airlines",ICN‐SAN,15h15m,1,LAX,1934,20220405-0738,fast,2022-04-19,1848,6:15,4:50,United Airlines,United Airlines,2,0
7:38 pm – 5:00 am +2,Asiana Airlines,SAN‐ICN,17h22m,1,SFO,8:40 pm – 6:45 pm,Asiana Airlines,ICN‐SAN,14h05m,1,SFO,1479,20220405-0738,fast,2022-04-19,1862,7:46,8:40,United Airlines,Asiana Airlines,2,1
6:15 am – 3:15 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,17h00m,1,SEA,4:00 pm – 2:28 pm,"Korean Air, Alaska Airlines",ICN‐SAN,14h28m,1,SFO,1516,20220405-0738,fast,2022-04-19,1873,8:10,6:00,Alaska Airlines,Air Canada,2,1
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1107,20220405-0744,cheap,2022-04-20,3682,8:00,4:40,Alaska Airlines,Korean Air,3,0
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1107,20220405-0744,cheap,2022-04-20,2839,6:20,5:25,American Airlines,American Airlines,3,0
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 9:15 pm,American Airlines,ICN‐SAN,19h50m,1,DFW,1107,20220405-0744,cheap,2022-04-20,2839,6:20,5:25,American Airlines,American Airlines,3,0
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 9:15 pm,American Airlines,ICN‐SAN,19h50m,1,DFW,1107,20220405-0744,cheap,2022-04-20,2925,6:20,5:25,American Airlines,American Airlines,3,0
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 10:24 pm,American Airlines,ICN‐SAN,20h59m,1,DFW,1107,20220405-0744,cheap,2022-04-20,2925,6:20,5:25,American Airlines,American Airlines,3,0
4:25 pm – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,20h35m,1,SFO,8:40 pm – 9:20 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,16h40m,1,SFO,1127,20220405-0744,cheap,2022-04-20,2937,6:20,5:25,American Airlines,American Airlines,2,0
4:25 pm – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,20h35m,1,SFO,8:40 pm – 11:05 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,18h25m,1,SFO,1127,20220405-0744,cheap,2022-04-20,2937,6:20,5:25,American Airlines,American Airlines,2,0
2:15 pm – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,22h45m,1,SFO,8:40 pm – 9:20 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,16h40m,1,SFO,1127,20220405-0744,cheap,2022-04-20,2937,6:20,5:25,American Airlines,American Airlines,2,0
12:35 pm – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,24h25m,1,SFO,8:40 pm – 9:20 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,16h40m,1,SFO,1127,20220405-0744,cheap,2022-04-20,2260,7:13,12:30,Delta,Delta,2,0
2:15 pm – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,22h45m,1,SFO,8:40 pm – 11:05 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,18h25m,1,SFO,1127,20220405-0744,cheap,2022-04-20,2095,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
12:35 pm – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,24h25m,1,SFO,8:40 pm – 11:05 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,18h25m,1,SFO,1127,20220405-0744,cheap,2022-04-20,2141,7:13,12:30,Delta,Delta,2,0
10:45 am – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,26h15m,1,SFO,8:40 pm – 9:20 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,16h40m,1,SFO,1127,20220405-0744,cheap,2022-04-20,2141,7:13,12:30,Delta,Delta,2,0
10:45 am – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,26h15m,1,SFO,8:40 pm – 11:05 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,18h25m,1,SFO,1127,20220405-0744,cheap,2022-04-20,2195,5:05,8:40,Alaska Airlines,Asiana Airlines,2,0
4:25 pm – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,20h35m,1,SFO,8:40 pm – 9:20 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,16h40m,1,SFO,1184,20220405-0741,best,2022-04-20,2260,7:13,12:30,Delta,Delta,2,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1178,20220405-0741,best,2022-04-20,1757,7:46,4:50,United Airlines,United Airlines,2,1
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1107,20220405-0741,best,2022-04-20,3682,8:00,4:40,Alaska Airlines,Korean Air,3,0
6:15 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1178,20220405-0741,best,2022-04-20,1848,6:15,4:50,United Airlines,United Airlines,2,1
6:20 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h35m,2,"LAX, SFO",4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1182,20220405-0741,best,2022-04-20,1843,6:20,4:50,United Airlines,United Airlines,3,1
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 6:45 pm,United Airlines,ICN‐SAN,17h55m,1,SFO,1178,20220405-0741,best,2022-04-20,1984,7:46,4:50,United Airlines,United Airlines,2,1
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 8:33 pm,United Airlines,ICN‐SAN,19h43m,1,SFO,1178,20220405-0741,best,2022-04-20,2095,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
6:15 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:50 pm – 6:45 pm,United Airlines,ICN‐SAN,17h55m,1,SFO,1178,20220405-0741,best,2022-04-20,2075,6:15,4:50,United Airlines,United Airlines,2,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 7:55 pm,United Airlines,ICN‐SAN,19h05m,2,"SFO, LAX",1182,20220405-0741,best,2022-04-20,2092,7:46,4:50,United Airlines,United Airlines,3,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 7:55 pm,United Airlines,ICN‐SAN,19h05m,2,"SFO, LAX",1182,20220405-0741,best,2022-04-20,2195,5:05,8:40,Alaska Airlines,Asiana Airlines,3,0
6:20 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h35m,2,"LAX, SFO",4:50 pm – 6:45 pm,United Airlines,ICN‐SAN,17h55m,1,SFO,1178,20220405-0741,best,2022-04-20,2200,6:45,8:40,Alaska Airlines,Asiana Airlines,3,0
4:25 pm – 5:00 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,20h35m,1,SFO,8:40 pm – 9:20 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,16h40m,1,SFO,1127,20220405-0741,best,2022-04-20,2054,7:46,4:50,United Airlines,United Airlines,2,1
6:15 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:50 pm – 8:33 pm,United Airlines,ICN‐SAN,19h43m,1,SFO,1178,20220405-0741,best,2022-04-20,1838,7:13,7:40,Korean Air,Korean Air,2,1
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 8:53 pm,United Airlines,ICN‐SAN,20h03m,2,"SFO, DEN",1182,20220405-0741,best,2022-04-20,2070,6:20,4:50,United Airlines,United Airlines,3,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 8:53 pm,United Airlines,ICN‐SAN,20h03m,2,"SFO, DEN",1182,20220405-0741,best,2022-04-20,1830,7:13,4:00,Korean Air,Korean Air,3,1
6:20 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h35m,2,"LAX, SFO",4:50 pm – 8:33 pm,United Airlines,ICN‐SAN,19h43m,1,SFO,1178,20220405-0741,best,2022-04-20,2054,7:46,4:50,United Airlines,United Airlines,3,1
6:15 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:50 pm – 7:55 pm,United Airlines,ICN‐SAN,19h05m,2,"SFO, LAX",1182,20220405-0741,best,2022-04-20,2141,7:13,12:30,Delta,Delta,3,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1178,20220405-0746,fast,2022-04-20,1757,7:46,4:50,United Airlines,United Airlines,2,1
6:20 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h35m,2,"LAX, SFO",4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1182,20220405-0746,fast,2022-04-20,1805,7:13,6:00,Delta,Air Canada,3,1
6:15 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1178,20220405-0746,fast,2022-04-20,1805,7:13,6:00,Delta,Air Canada,2,1
7:38 pm – 5:00 am +2,Asiana Airlines,SAN‐ICN,17h22m,1,SFO,8:40 pm – 6:45 pm,Asiana Airlines,ICN‐SAN,14h05m,1,SFO,2933,20220405-0746,fast,2022-04-20,1805,7:13,6:00,Korean Air,Air Canada,2,0
7:38 pm – 5:00 am +2,Asiana Airlines,SAN‐ICN,17h22m,1,SFO,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,2723,20220405-0746,fast,2022-04-20,1810,7:13,4:50,Delta,United Airlines,2,0
8:10 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,17h10m,1,SFO,4:00 pm – 2:28 pm,"Korean Air, Alaska Airlines",ICN‐SAN,14h28m,1,SFO,1769,20220405-0746,fast,2022-04-20,1830,7:13,4:00,Korean Air,Korean Air,2,0
7:38 pm – 5:00 am +2,Asiana Airlines,SAN‐ICN,17h22m,1,SFO,8:40 pm – 7:55 pm,Asiana Airlines,ICN‐SAN,15h15m,1,LAX,3538,20220405-0746,fast,2022-04-20,1830,7:13,4:00,Delta,Korean Air,2,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 6:45 pm,United Airlines,ICN‐SAN,17h55m,1,SFO,1178,20220405-0746,fast,2022-04-20,1838,7:13,7:40,Korean Air,Korean Air,2,1
6:25 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,18h55m,1,SFO,4:00 pm – 2:28 pm,"Korean Air, Alaska Airlines",ICN‐SAN,14h28m,1,SFO,1769,20220405-0746,fast,2022-04-20,1838,7:13,7:40,Delta,Delta,2,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,8:40 pm – 11:05 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,18h25m,1,SFO,1523,20220405-0746,fast,2022-04-20,1838,7:13,7:40,Delta,Korean Air,2,1
8:10 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,17h10m,1,SFO,4:40 pm – 5:04 pm,"Korean Air, Alaska Airlines",ICN‐SAN,16h24m,1,SEA,1769,20220405-0746,fast,2022-04-20,1843,6:20,4:50,United Airlines,United Airlines,2,0
8:10 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,17h10m,1,SFO,4:40 pm – 5:04 pm,Korean Air,ICN‐SAN,16h24m,1,SEA,1942,20220405-0746,fast,2022-04-20,1843,6:15,6:00,United Airlines,Air Canada,2,0
7:13 am – 4:40 pm +1,Korean Air,SAN‐ICN,17h27m,1,SEA,4:40 pm – 5:04 pm,Korean Air,ICN‐SAN,16h24m,1,SEA,2358,20220405-0746,fast,2022-04-20,1848,6:15,4:50,United Airlines,United Airlines,2,0
6:17 am – 5:50 pm +1,"Delta, Korean Air",SAN‐ICN,19h33m,1,LAX,4:00 pm – 2:28 pm,"Korean Air, Alaska Airlines",ICN‐SAN,14h28m,1,SFO,1979,20220405-0746,fast,2022-04-20,1862,7:46,8:40,United Airlines,Asiana Airlines,2,0
8:10 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,17h10m,1,SFO,9:25 pm – 10:20 pm,"Korean Air, Alaska Airlines",ICN‐SAN,16h55m,1,HNL,2832,20220405-0746,fast,2022-04-20,1873,8:10,6:00,Alaska Airlines,Air Canada,2,0
12:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,34h35m,2,"PHX, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1157,20220405-0752,cheap,2022-04-21,3682,8:00,4:40,Alaska Airlines,Korean Air,3,0
4:25 pm – 3:15 pm +2,American Airlines,SAN‐ICN,30h50m,2,"PHX, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1237,20220405-0752,cheap,2022-04-21,2839,6:20,5:25,American Airlines,American Airlines,3,0
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1312,20220405-0752,cheap,2022-04-21,2839,6:20,5:25,American Airlines,American Airlines,3,0
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1312,20220405-0752,cheap,2022-04-21,2925,6:20,5:25,American Airlines,American Airlines,3,0
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 9:15 pm,American Airlines,ICN‐SAN,19h50m,1,DFW,1312,20220405-0752,cheap,2022-04-21,2925,6:20,5:25,American Airlines,American Airlines,3,0
5:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,29h35m,2,"AUS, DFW",5:25 pm – 9:15 pm,American Airlines,ICN‐SAN,19h50m,1,DFW,1312,20220405-0752,cheap,2022-04-21,2937,6:20,5:25,American Airlines,American Airlines,3,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1549,20220405-0752,cheap,2022-04-21,2937,6:20,5:25,American Airlines,American Airlines,2,0
6:15 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1549,20220405-0752,cheap,2022-04-21,2937,6:20,5:25,American Airlines,American Airlines,2,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 11:47 pm,United Airlines,ICN‐SAN,22h57m,1,SFO,1549,20220405-0752,cheap,2022-04-21,2260,7:13,12:30,Delta,Delta,2,0
6:20 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h35m,2,"LAX, SFO",4:50 pm – 11:47 pm,United Airlines,ICN‐SAN,22h57m,1,SFO,1549,20220405-0752,cheap,2022-04-21,2095,6:45,8:40,Alaska Airlines,Asiana Airlines,3,0
6:15 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:50 pm – 11:47 pm,United Airlines,ICN‐SAN,22h57m,1,SFO,1549,20220405-0752,cheap,2022-04-21,2141,7:13,12:30,Delta,Delta,2,0
6:20 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h35m,2,"LAX, SFO",4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1553,20220405-0752,cheap,2022-04-21,2141,7:13,12:30,Delta,Delta,3,0
8:05 am – 7:00 pm +1,Hawaiian Airlines,SAN‐ICN,18h55m,1,HNL,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1581,20220405-0752,cheap,2022-04-21,2195,5:05,8:40,Alaska Airlines,Asiana Airlines,2,0
8:45 pm – 3:15 pm +2,"Alaska Airlines, Korean Air",SAN‐ICN,26h30m,1,SEA,7:40 pm – 10:11 pm,Korean Air,ICN‐SAN,18h31m,1,LAX,1717,20220405-0749,best,2022-04-21,2260,7:13,12:30,Delta,Delta,2,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1549,20220405-0749,best,2022-04-21,1757,7:46,4:50,United Airlines,United Airlines,2,1
12:40 pm – 3:15 pm +2,American Airlines,SAN‐ICN,34h35m,2,"PHX, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1157,20220405-0749,best,2022-04-21,3682,8:00,4:40,Alaska Airlines,Korean Air,3,0
6:15 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1549,20220405-0749,best,2022-04-21,1848,6:15,4:50,United Airlines,United Airlines,2,1
6:20 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h35m,2,"LAX, SFO",4:50 pm – 2:58 pm,United Airlines,ICN‐SAN,14h08m,1,SFO,1553,20220405-0749,best,2022-04-21,1843,6:20,4:50,United Airlines,United Airlines,3,1
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 6:45 pm,United Airlines,ICN‐SAN,17h55m,1,SFO,1614,20220405-0749,best,2022-04-21,1984,7:46,4:50,United Airlines,United Airlines,2,1
6:15 am – 2:55 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:50 pm – 6:45 pm,United Airlines,ICN‐SAN,17h55m,1,SFO,1614,20220405-0749,best,2022-04-21,2095,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 7:55 pm,United Airlines,ICN‐SAN,19h05m,2,"SFO, LAX",1618,20220405-0749,best,2022-04-21,2075,6:15,4:50,United Airlines,United Airlines,3,0
7:46 am – 2:55 pm +1,United Airlines,SAN‐ICN,15h09m,1,SFO,4:50 pm – 7:55 pm,United Airlines,ICN‐SAN,19h05m,2,"SFO, LAX",1625,20220405-0749,best,2022-04-21,2092,7:46,4:50,United Airlines,United Airlines,3,0
